,Name,Rank,Rating,Release_year,Episodes,Type,Studio,Tags,staff,Good_Anime
10585,Potecco Babies,10228.0,6.42,2010-01-01 00:00:00.000000,2.0,Web,Shin-Ei Animation,"Comedy, Short Episodes","Yosuke Suzuki : Director, Shinichi Kuniyasu : Director",0
10586,Potecco Babies (2011),9189.0,6.56,2011-01-01 00:00:00.000000,12.0,Web,Shin-Ei Animation,"Comedy, Short Episodes",Yosuke Suzuki : Director,0
10587,Potemayo,3968.0,7.16,2007-01-01 00:00:00.000000,12.0,TV,J.C.Staff,"Comedy, Seinen, Slice of Life, Animal Characteristics, Chibi, Non-Human Protagonists, School Life, Based on a 4-Koma Manga, Based on a Manga","Takashi Ikehata : Director, Tomoki Kikuya : Music, Ryouichi Ooki : Character Design, Shichirou Kobayashi : Art Director",0
10588,Potemayo Specials,3321.0,7.26,2007-01-01 00:00:00.000000,0.0,DVD S,J.C.Staff,"Comedy, Seinen, Slice of Life, Animal Characteristics, Chibi, Non-Human Protagonists, Based on a 4-Koma Manga, Based on a Manga","Takashi Ikehata : Director, Tomoki Kikuya : Music, Ryouichi Ooki : Character Design",0
10590,Poupelle of Chimney Town,3929.0,7.16,2020-01-01 00:00:00.000000,0.0,Movie,Studio 4°C,"Adventure, Fantasy, Based on a Novel, CG Animation","Akihiro Nishino : Original Creator & Screenplay, Yuusuke Hirota : Director, Yuta Bandoh : Music, Yuuki Kojima : Music, Atsuko Fukushima : Character Design, Kenichirou Akimoto : Art Director, Yuuko Egami : Color Design, Yuuko Nojiri : Color Design",0
10594,Power Battle Watch Car,7393.0,6.74,2015-01-01 00:00:00.000000,52.0,TV,unknown,"Action, Sci Fi, Cars, Family Friendly, Korean Animation, Proxy Battles, CG Animation",unknown,0
10595,Power Battle Watch Car: Return of the Watch Mask,5040.0,7.0,2017-01-01 00:00:00.000000,0.0,Movie,unknown,"Action, Sci Fi, Cars, Family Friendly, Korean Animation, Proxy Battles, CG Animation",unknown,0
10596,Power Dolls,13799.0,5.74,1996-01-01 00:00:00.000000,2.0,OVA,OLM,"Action, Mecha, Sci Fi, Mercenaries, War","Masayuki Hidaka : Director, Jouyou Katayanagi : Music, Hiroto Saito : Music, Toshihiro Kawamoto : Character Design, Masayuki Goto : Character Design, Youichi Ishikawa : Producer, Hiroyuki Fukushima : Producer, Jun Fukuta : Episode Director",0
10597,Power Plant No.33,6719.0,6.82,2015-01-01 00:00:00.000000,1.0,Web,Khara,"Action, Sci Fi, Japan Animator's Exhibition, Kaijuu, Monsters, Shorts","Yasuhiro Yoshiura : Director, Tomisiro : Music, Kengo Saitou : Character Design, Tomoyuki Ogata : Producer",0
10599,Power Stone,12137.0,6.16,1999-01-01 00:00:00.000000,26.0,TV,Pierrot,"Action, Adventure, Based on a Video Game","Takahiro Oomori : Director, Kenichiro Watanabe : Director, Keisuke Kikuchi : Music, Tadashi Shida : Character Design, Reiko Fukakusa : Producer, Kaori Sakamoto : Producer, Masahiko Murata : Episode Director, Kunitoshi Okajima : Episode Director",0
10600,Powerpuff Girls Z,13603.0,5.82,2006-01-01 00:00:00.000000,52.0,TV,Toei Animation,"Action, Comedy, Magical Girl, Sci Fi, Family Friendly, Henshin Heroes, Magic, Parody, Superpowers, Based on a Cartoon","Megumu Ishiguro : Director, Hiroshi Nakamura : Music, Miho Shimogasa : Character Design, Hideo Katsumata : Producer, Hiromi Seki : Producer",1
10601,Poyopoyo,2144.0,7.54,2012-01-01 00:00:00.000000,52.0,TV,Dax Production,"Comedy, Seinen, Slice of Life, Animal Protagonists, Cats, Chibi, Countryside, Family Friendly, Gag, Iyashikei, Non-Human Protagonists, Pets, Short Episodes, Based on a 4-Koma Manga, Based on a Manga","Ruu Tatsuki : Original Creator, Akitarou Daichi : Director",0
10602,Prayers,14090.0,5.64,2005-01-01 00:00:00.000000,2.0,OVA,PPM,"Sci Fi, Music","Yuusaku Saotome : Director, Yo Tsuji : Music, Kazuo Takigawa : Character Design, Shichirou Kobayashi : Art Director, Yoshikazu Iwanami : Sound Director",0
10603,Precarious Woman Executive Miss Black General,4233.0,7.12,2017-01-01 00:00:00.000000,0.0,Other,Craftar,"Comedy, Shounen, Short Episodes, Superheroes, Based on a Manga","Jin Mugenjin : Original Creator, Isamu Ueno : Director",0
10605,Prefectural Earth Defense Force,9018.0,6.56,1986-01-01 00:00:00.000000,0.0,Movie,Gallop,"Action, Comedy, Sci Fi, Shounen, Cyborgs, Parody, School Life, Based on a Manga","Kouichirou Yasunaga : Original Creator, Keiji Hayakawa : Director, Kentarou Haneda : Music, Katsumi Aoshima : Character Design, Shichirou Kobayashi : Art Director, Satoru Ishida : Editor, Fumihiro Isobe : Editor, Shuuichi Kakesu : Editor",0
10606,Present made no Michinori,13378.0,5.88,2009-01-01 00:00:00.000000,1.0,Web,unknown,"Action, No Dialogue, Shorts, Original Work",Rapparu : Director,0
10607,Pretear,3641.0,7.22,2001-01-01 00:00:00.000000,13.0,TV,Hal Film Maker,"Fantasy, Magical Girl, Romance, Shoujo, Contemporary Fantasy, Elemental Powers, Henshin Heroes, Magic, Based on a Manga","Junichi Satou : Original Creator, Kiyoko Sayama : Director, Toshiyuki Omori : Music, Akemi Kobayashi : Character Design & Chief Animation Director, Koujirou Hayashi : Photography Director, Kei Fukura : Producer, Hirofumi Otsuki : Producer, Shigeru Nishiyama : Editor",0
10608,Pretty Boy Detective Club,4703.0,7.06,2021-01-01 00:00:00.000000,12.0,TV,SHAFT,"Comedy, Mystery, Shoujo, Detectives, School Club, School Life, Based on a Light Novel","Nisioisin : Original Creator, Kinako : Original Character Design, Akiyuki Simbo : Chief Director & Series Composition, Hajime Ootani : Director & Ed Director & Episode Director & Storyboard, Kenjirou Okada : Assistant Director & Episode Director & Storyboard, Shaft : Series Composition, Effy : Music, Masatomo Ota : Music",0
10609,Pretty Cure,9900.0,6.46,2004-01-01 00:00:00.000000,49.0,TV,Toei Animation,"Action, Magical Girl, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week, Original Work","Daisuke Nishio : Director, Naoki Satou : Music, Akira Inagami : Character Design, Tomoko Takahashi : Producer, Ten Washio : Producer, Moegi Nishizawa : Producer, Rika Tsuruzaki : Producer, Toshiaki Komura : Episode Director & Storyboard",0
10610,Pretty Cure All Stars DX2: Kibou no Hikari - Rainbow Jewel wo Mamore!,4335.0,7.1,2010-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Magical Girl, Crossover, Henshin Heroes, Magic","Takashi Ootsuka : Director, Mitsuru Aoyama : Character Design, Eiji Inomoto : Cg Director",0
10611,Pretty Cure All Stars DX3: Mirai ni Todoke! Sekai wo Tsunagu Niji-Iro no Hana,2979.0,7.34,2011-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Action, Magical Girl, Crossover, Family Friendly, Henshin Heroes, Magic","Takashi Ootsuka : Director, Mitsuru Aoyama : Character Design",0
10612,Pretty Cure All Stars DX: Minna Tomodachi - Kiseki no Zenin Daishuugou,3194.0,7.3,2009-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Magical Girl, Crossover, Henshin Heroes, Magic","Takashi Ootsuka : Director, Yasuharu Takanashi : Music, Naoki Satou : Music, Hisashi Kagawa : Character Design, Toshie Kawamura : Character Design, Mitsuru Aoyama : Character Design, Akira Inagami : Character Design",0
10613,Pretty Cure All Stars New Stage 2: Kokoro no Tomodachi,3440.0,7.24,2013-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Magical Girl, Crossover, Henshin Heroes, Magic","Kouji Ogawa : Director, Mitsuru Aoyama : Character Design",0
10614,Pretty Cure All Stars New Stage 3: Eien no Tomodachi,2260.0,7.52,2014-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Magical Girl, Crossover, Henshin Heroes, Magic",Yasuhiro Katou : Cg Director,0
10615,Pretty Cure All Stars New Stage: Mirai no Tomodachi,3692.0,7.2,2012-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Magical Girl, Crossover, Henshin Heroes, Magic","Sawako Yamamoto : Key Animator, Haruka Watanabe : Key Animator",0
10616,Pretty Cure All Stars: GoGo Dream Live!,6630.0,6.82,2008-01-01 00:00:00.000000,0.0,Other,Toei Animation,"Magical Girl, Crossover, Henshin Heroes, Magic, Shorts",unknown,0
10617,Pretty Cure All Stars: Haru no Carnival♪,6404.0,6.86,2015-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Action, Fantasy, Magical Girl, Crossover, Family Friendly, Henshin Heroes, Magic","Junji Shimizu : Director, Yasuharu Takanashi : Music, Mitsuru Aoyama : Character Design, Yasuhiro Katou : Cg Director",0
10619,Pretty Cure All Stars: Minna de Utau♪ Kiseki no Mahou!,3381.0,7.26,2016-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Fantasy, Magical Girl, Crossover, Henshin Heroes, Magic",unknown,0
10620,Pretty Cure Max Heart,6578.0,6.84,2005-01-01 00:00:00.000000,47.0,TV,Toei Animation,"Action, Magical Girl, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week","Daisuke Nishio : Director, Naoki Satou : Music, Akira Inagami : Character Design, Tomoko Takahashi : Producer, Ten Washio : Producer, Toshiaki Komura : Episode Director & Storyboard, 2Shiroinu : Key Animator",0
10621,Pretty Cure Max Heart Movie,6676.0,6.82,2005-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Action, Magical Girl, Family Friendly, Henshin Heroes, Magic","Junji Shimizu : Director, Naoki Satou : Music, Katsumi Tamegai : Character Design, Akira Inagami : Character Design, Shinji Shimizu : Producer, Rika Tsuruzaki : Producer",0
10622,Pretty Cure Max Heart Movie 2: Friends of the Snow-Laden Sky,5026.0,7.02,2005-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Action, Magical Girl, Family Friendly, Henshin Heroes, Magic","Junji Shimizu : Director, Naoki Satou : Music, Katsumi Tamegai : Character Design, Akira Inagami : Character Design",0
10623,Pretty Cure Miracle Leap Movie: Minna to Fushigi na 1-nichi,4144.0,7.14,2020-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Fantasy, Magical Girl, Crossover, Henshin Heroes, Magic",Kaori Saitou : Key Animator,0
10624,Pretty Cure Movie: Dream Star!,3735.0,7.2,2017-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Fantasy, Magical Girl, Crossover, Henshin Heroes, Magic","Hiroshi Miyamoto : Director & Character Design, Yuuki Hayashi : Music",0
10625,Pretty Cure Movie: Miracle Universe,4573.0,7.08,2019-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Fantasy, Magical Girl, Crossover, Henshin Heroes, Magic","Yukio Kaizawa : Director, Yuuki Hayashi : Music, Mitsuo Shindou : Key Animator",0
10626,Pretty Cure Movie: Super Stars!,4376.0,7.1,2018-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Magical Girl, Shoujo, Crossover, Henshin Heroes",Yuuki Hayashi : Music,0
10627,Pretty Cure Splash Star,6044.0,6.9,2006-01-01 00:00:00.000000,49.0,TV,Toei Animation,"Action, Comedy, Fantasy, Magical Girl, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week","Toshiaki Komura : Director & Episode Director & Op Director & Storyboard, Naoki Satou : Music, Akira Inagami : Character Design, Ten Washio : Producer, Rika Tsuruzaki : Producer",0
10628,Pretty Cure Splash Star Movie: Tic-Tac Crisis Hanging by a Thin Thread!,8364.0,6.64,2006-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Action, Comedy, Fantasy, Magical Girl, Family Friendly, Henshin Heroes, Magic","Junji Shimizu : Director, Naoki Satou : Music, Akira Inagami : Character Design",0
10629,Pretty Cure Splash Star: Magic Doki 3D Theater,5238.0,6.98,2006-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Fantasy, Magical Girl, Shoujo, Henshin Heroes, Magic, Shorts",Daisuke Nishio : Director,0
10630,Pretty Cure kara Minna e no Ouen Movie,10185.0,6.42,2011-01-01 00:00:00.000000,0.0,Other,unknown,"Magical Girl, Henshin Heroes, Shorts, CG Animation",unknown,0
10631,Pretty Guardian Sailor Moon Crystal,3436.0,7.24,2014-01-01 00:00:00.000000,26.0,Web,Toei Animation,"Action, Fantasy, Magical Girl, Romance, Shoujo, Contemporary Fantasy, Elemental Powers, Fated Lovers, Henshin Heroes, Magic, Reincarnation, Sentai, Tokusatsu, Urban Fantasy, Based on a Manga","Naoko Takeuchi : Original Creator, Munehisa Sakai : Director, Yasuharu Takanashi : Music, Yukie Sakou : Character Design, Takeo Ogiwara : Photography Director, Yasuhiro Katou : Cg Director, Junichirou Tsuchiya : Producer",0
10632,Pretty Guardian Sailor Moon Crystal (2016),914.0,7.98,2016-01-01 00:00:00.000000,13.0,TV,Toei Animation,"Action, Fantasy, Magical Girl, Romance, Shoujo, Contemporary Fantasy, Elemental Powers, Henshin Heroes, Magic, Reincarnation, Sentai, Tokusatsu, Urban Fantasy, Based on a Manga","Naoko Takeuchi : Original Creator, Chiaki Kon : Director, Yasuharu Takanashi : Music, Akira Takahashi : Character Design, Junichirou Tsuchiya : Producer, Yoshio Usuda : Key Animator",0
10633,Pretty Guardian Sailor Moon Eternal Movie 1,1340.0,7.8,2021-01-01 00:00:00.000000,0.0,Movie,Toei Animation,"Action, Fantasy, Magical Girl, Romance, Shoujo, Circus, Contemporary Fantasy, Henshin Heroes, Magic, Reincarnation, Sentai, Tokusatsu, Urban Fantasy","Naoko Takeuchi : Original Creator, Chiaki Kon : Director, Kazuko Tadano : Character Design",0
10634,Pretty Guardian Sailor Moon Eternal Movie 2,1011.0,7.94,2021-01-01 00:00:00.000000,0.0,Movie,Studio DEEN,"Action, Fantasy, Magical Girl, Romance, Shoujo, Contemporary Fantasy, Henshin Heroes, Magic, Reincarnation, Sentai, Tokusatsu, Urban Fantasy","Naoko Takeuchi : Original Creator, Chiaki Kon : Director, Kazuko Tadano : Character Design",0
10635,Pretty Rhythm All Stars Selection: Prism Show☆Best Ten Movie,6640.0,6.82,2014-01-01 00:00:00.000000,0.0,Movie,10GAUGE,"Crossover, Ice Skating, Showbiz, Based on a Video Game","Masakazu Hishida : Director, Tomohiko Iwase : Producer",0
10636,Pretty Rhythm: All Star Selection,8812.0,6.6,2014-01-01 00:00:00.000000,11.0,TV,Tatsunoko Production,"Comedy, Ice Skating, Idols, Magic, Showbiz, Based on a Video Game","Masakazu Hishida : Director, Mai Matsuura : Character Design, Yousuke Takabayashi : Producer, Naoki Miura : Producer",0
10637,Pretty Rhythm: Aurora Dream,3176.0,7.3,2011-01-01 00:00:00.000000,51.0,TV,Tatsunoko Production,"Family Friendly, Fashion, Ice Skating, Idols, Music, Showbiz, Based on a Video Game","Akio Watanabe : Animation Director & Key Animator & Original Character Design, Masakazu Hishida : Director, Seikou Nagaoka : Music, Shou Kawashima : Character Design, Kyoko Kobayashi : Producer, Tomoko Takahashi : Producer, Yuuji Suzuki : Producer, Hideki Tonokatsu : Episode Director & Storyboard",0
10638,Pretty Rhythm: Aurora Dream Specials,5290.0,6.98,2011-01-01 00:00:00.000000,0.0,DVD S,Tatsunoko Production,"Ice Skating, Idols, Music, Showbiz, Based on a Video Game",unknown,0
10639,Pretty Rhythm: Dear My Future,5628.0,6.94,2012-01-01 00:00:00.000000,51.0,TV,Tatsunoko Production,"Comedy, Family Friendly, Fashion, Ice Skating, Idols, Music, Showbiz, Based on a Video Game","Akio Watanabe : Original Character Design, Masakazu Hishida : Director, Seikou Nagaoka : Music, Rie Saitou : Character Design, Yoshimi Umino : Art Director, Yoshinobu Tokumoto : Ed Director & Episode Director & Storyboard, Shinichi Watanabe : Storyboard, Jun Arai : Key Animator",0
10640,Pretty Rhythm: Rainbow Live,2026.0,7.58,2013-01-01 00:00:00.000000,51.0,TV,Tatsunoko Production,"Ice Skating, Idols, Music, Showbiz, Based on a Video Game","Masakazu Hishida : Director, Yousuke Takabayashi : Producer, Naoki Miura : Producer, Yoshinobu Tokumoto : Episode Director",0
10641,PriPara,2729.0,7.4,2014-01-01 00:00:00.000000,38.0,TV,Dongwoo A&E,"Family Friendly, Fashion, Idols, Music, Showbiz, Based on a Video Game","Makoto Moriwaki : Director, Tsuneyoshi Saito : Music, Masaharu Hara : Character Design, Yuuji Suzuki : Producer, Yousuke Takabayashi : Producer, Naoki Miura : Producer, Teruaki Jitsumatsu : Producer, Yoshinobu Tokumoto : Episode Director",0
10642,PriPara & Kiratto Pri-Chan: Kira Kira Memorial Live,6869.0,6.8,2018-01-01 00:00:00.000000,0.0,Movie,10GAUGE,"Crossover, Family Friendly, Idols, Music, Showbiz","Akio Watanabe : Original Character Design, Nobutaka Yoda : Director, Yuuya Yoshida : Producer, Takashi Kamei : Key Animator",0
10643,PriPara 2,2209.0,7.52,2015-01-01 00:00:00.000000,51.0,TV,Dongwoo A&E,"Idols, Music, Showbiz, Based on a Video Game","Makoto Moriwaki : Director, Tsuneyoshi Saito : Music, Rei Ishizuka : Music, Masaharu Hara : Character Design",0
10644,PriPara 3,1882.0,7.62,2016-01-01 00:00:00.000000,51.0,TV,Dongwoo A&E,"Idols, Music, Showbiz, Based on a Video Game","Makoto Moriwaki : Director, Rei Ishizuka : Music, Masaharu Hara : Character Design",0
10645,PriPara Movie: Minna Atsumare! Prism Tours,4632.0,7.06,2015-01-01 00:00:00.000000,0.0,Movie,Tatsunoko Production,"Idols, Music, Showbiz, Based on a Video Game","Akio Watanabe : Original Character Design, Masakazu Hishida : Director, Tomohiko Iwase : Producer",0
10646,PriPara Movie: Minna de Kagayake! Kirarin☆Star Live!,1722.0,7.66,2017-01-01 00:00:00.000000,0.0,Movie,Tatsunoko Production,"Idols, Music","Masao Ookubo : Director, Rei Ishizuka : Music, Yuuya Yoshida : Producer",0
10647,PriPara Movie: Minna no Akogare♪ Let's Go☆Prix Paris,2166.0,7.54,2016-01-01 00:00:00.000000,0.0,Movie,Tatsunoko Production,"Idols, Music","Makoto Moriwaki : Director, Masaharu Hara : Character Design, Tomohiko Iwase : Producer, Akio Watanabe : Key Animator, Yoshio Usuda : Key Animator",0
10648,Pride,7397.0,6.74,2015-01-01 00:00:00.000000,1.0,Web,unknown,"No Dialogue, Shorts, Work Life",Tekken : Director,0
10649,Prince Planet,12050.0,6.18,1965-01-01 00:00:00.000000,52.0,TV,Tele-Cartoon Japan,"Sci Fi, Shounen, Black and White, Family Friendly, Superheroes, Based on a Manga","Sato Oukura : Director, Hidehiko Arashino : Music, Hideoki Inoue : Character Design",0
10650,Prince of Light - The Legend of Ramayana,2635.0,7.42,1998-01-01 00:00:00.000000,0.0,Movie,unknown,"Action, Fantasy, Demons, Historical, India, Monsters, Religion, War, Violence","Yugo Sako : Producer & Director, Alan Howarth : Music, Vanraj Bhatia : Music, Moriyasu Taniguchi : Character Design, Krishna Shan : Producer",0
10651,Prince of Stride: Alternative,3264.0,7.28,2016-01-01 00:00:00.000000,12.0,TV,MADHOUSE,"Sports, Running, School Club, School Life, Based on an Otome Game, Based on a Visual Novel","Atsuko Ishizuka : Director, Yoshiaki Fujisawa : Music, Masaki Hinata : Animation Director",0
10652,Prince of Tennis: Best Games!!,1658.0,7.68,2018-01-01 00:00:00.000000,0.0,OVA,M.S.C.,"Shounen, Sports, Tennis, Based on a Manga","Takeshi Konomi : Original Creator, Keiichirou Kawaguchi : Director, Cheru Watanabe : Music, Akiharu Ishii : Character Design",0
10653,Princess Arete,5621.0,6.94,2001-01-01 00:00:00.000000,0.0,Movie,Studio 4°C,"Drama, Fantasy, Kidnapping, Magic, Medieval, Royalty, Based on a Fairy Tale","Sunao Katabuchi : Director, Akira Senju : Music, Satoko Morikawa : Character Design, Hiroyuki Hayase : Sound Director, Eiko Tanaka : Producer",0
10654,Princess Army: Wedding Combat,13699.0,5.78,1992-01-01 00:00:00.000000,2.0,OVA,J.C.Staff,"Comedy, Romance, Shoujo, Martial Arts, Based on a Manga","Miyuki Kitagawa : Original Creator, Osamu Sekita : Director, Yumi Nakayama : Character Design, Satoru Akahori : Screenplay",0
10655,Princess Connect! Re: Dive,5039.0,7.0,2020-01-01 00:00:00.000000,13.0,TV,CygamesPictures,"Action, Adventure, Comedy, Fantasy, Amnesia, Food and Beverage, Guilds, Magic, Monsters, Based on a Mobile Game","Takaomi Kanasaki : Director, Kana Shundou : Assistant Director & Episode Director & Storyboard, Akihiro Honda : Music, Imagine : Music, Ryuuta Kakiuchi : Music, Yuuki Shirai : Music, Yasunori Nishiki : Music, Tsubasa Itou : Music",1
10656,Princess Connect! Re: Dive Season 2,1947.0,7.6,2022-01-01 00:00:00.000000,0.0,TV,CygamesPictures,"Action, Adventure, Comedy, Fantasy, Amnesia, Guilds, Magic, Monsters, Based on a Mobile Game","Takaomi Kanasaki : Chief Director & Series Composition, Yasuo Iwamoto : Director, Imagine : Music, Satomi Kurita : Character Design, Yasuyuki Noda : Character Design, Yang Liejun : Character Design, Mai Watanabe : Character Design",1
